occurred_at,topic,event_type,actor_user_id,payload_json
2026-08-07T19:23:56.967312+00:00,kv/user/registered,user.registered,6a7630cc6df5993067267225,"{""event"": ""user.registered"", ""user_id"": ""6a7630cc6df5993067267225"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:23:56.624218+00:00""}"
2026-08-07T19:26:08.358231+00:00,kv/user/registered,user.registered,6a763150e66e90d556196dd4,"{""event"": ""user.registered"", ""user_id"": ""6a763150e66e90d556196dd4"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:08.031517+00:00""}"
2026-08-07T19:26:09.141710+00:00,kv/user/registered,user.registered,6a763151e66e90d556196de2,"{""event"": ""user.registered"", ""user_id"": ""6a763151e66e90d556196de2"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:08.816885+00:00""}"
2026-08-07T19:26:10.150224+00:00,kv/user/registered,user.registered,6a763152e66e90d556196de5,"{""event"": ""user.registered"", ""user_id"": ""6a763152e66e90d556196de5"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:09.824949+00:00""}"
2026-08-07T19:26:10.821733+00:00,kv/user/registered,user.registered,6a763152e66e90d556196de8,"{""event"": ""user.registered"", ""user_id"": ""6a763152e66e90d556196de8"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:10.496760+00:00""}"
2026-08-07T19:26:11.272082+00:00,kv/user/registered,user.registered,6a763153e66e90d556196deb,"{""event"": ""user.registered"", ""user_id"": ""6a763153e66e90d556196deb"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:10.919232+00:00""}"
2026-08-07T19:26:57.564897+00:00,kv/user/registered,user.registered,6a76318145a64ffa7fe95bb3,"{""event"": ""user.registered"", ""user_id"": ""6a76318145a64ffa7fe95bb3"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:57.225386+00:00""}"
2026-08-07T19:26:58.349357+00:00,kv/user/registered,user.registered,6a76318245a64ffa7fe95bc1,"{""event"": ""user.registered"", ""user_id"": ""6a76318245a64ffa7fe95bc1"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:58.025041+00:00""}"
2026-08-07T19:26:59.361189+00:00,kv/user/registered,user.registered,6a76318345a64ffa7fe95bc4,"{""event"": ""user.registered"", ""user_id"": ""6a76318345a64ffa7fe95bc4"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:59.036581+00:00""}"
2026-08-07T19:27:00.039068+00:00,kv/user/registered,user.registered,6a76318445a64ffa7fe95bc7,"{""event"": ""user.registered"", ""user_id"": ""6a76318445a64ffa7fe95bc7"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:26:59.713470+00:00""}"
2026-08-07T19:27:00.436184+00:00,kv/user/registered,user.registered,6a76318445a64ffa7fe95bca,"{""event"": ""user.registered"", ""user_id"": ""6a76318445a64ffa7fe95bca"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:27:00.108050+00:00""}"
2026-08-07T19:27:30.930413+00:00,kv/user/registered,user.registered,6a7631a223bd76ef07af09a7,"{""event"": ""user.registered"", ""user_id"": ""6a7631a223bd76ef07af09a7"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:27:30.602782+00:00""}"
2026-08-07T19:27:31.722763+00:00,kv/user/registered,user.registered,6a7631a323bd76ef07af09b5,"{""event"": ""user.registered"", ""user_id"": ""6a7631a323bd76ef07af09b5"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:27:31.398199+00:00""}"
2026-08-07T19:27:32.720301+00:00,kv/user/registered,user.registered,6a7631a423bd76ef07af09b8,"{""event"": ""user.registered"", ""user_id"": ""6a7631a423bd76ef07af09b8"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:27:32.395295+00:00""}"
2026-08-07T19:27:33.436756+00:00,kv/user/registered,user.registered,6a7631a523bd76ef07af09bb,"{""event"": ""user.registered"", ""user_id"": ""6a7631a523bd76ef07af09bb"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:27:33.092449+00:00""}"
2026-08-07T19:27:33.832135+00:00,kv/user/registered,user.registered,6a7631a523bd76ef07af09be,"{""event"": ""user.registered"", ""user_id"": ""6a7631a523bd76ef07af09be"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:27:33.506550+00:00""}"
2026-08-07T19:30:23.937844+00:00,kv/user/registered,user.registered,6a76324fd111ff91552e6673,"{""event"": ""user.registered"", ""user_id"": ""6a76324fd111ff91552e6673"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:30:23.612521+00:00""}"
2026-08-07T19:30:24.776537+00:00,kv/user/registered,user.registered,6a763250d111ff91552e6681,"{""event"": ""user.registered"", ""user_id"": ""6a763250d111ff91552e6681"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:30:24.452385+00:00""}"
2026-08-07T19:30:25.773577+00:00,kv/user/registered,user.registered,6a763251d111ff91552e6684,"{""event"": ""user.registered"", ""user_id"": ""6a763251d111ff91552e6684"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:30:25.448052+00:00""}"
2026-08-07T19:30:26.443745+00:00,kv/user/registered,user.registered,6a763252d111ff91552e6687,"{""event"": ""user.registered"", ""user_id"": ""6a763252d111ff91552e6687"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:30:26.121329+00:00""}"
2026-08-07T19:30:26.843969+00:00,kv/user/registered,user.registered,6a763252d111ff91552e668a,"{""event"": ""user.registered"", ""user_id"": ""6a763252d111ff91552e668a"", ""category"": ""health"", ""cadre_code"": ""CO"", ""subjects"": [], ""current_station"": {""region_id"": 17, ""region_name"": ""Mwanza"", ""district_id"": 1701, ""district_name"": ""Nyamagana Dc"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 1, ""region_name"": ""Arusha"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-07T19:30:26.508127+00:00""}"
