occurred_at,topic,event_type,actor_user_id,payload_json
2026-08-13T10:21:15.321583+00:00,kv/user/updated_by_admin,user.updated_by_admin,6a7d9a9a495a57313b5e8aa6,"{""event"": ""user.updated_by_admin"", ""user_id"": ""6a7d9a9a495a57313b5e8aa6"", ""changed_fields"": [""status""], ""status"": ""active"", ""occurred_at"": ""2026-08-13T10:21:15.317950+00:00""}"
2026-08-13T10:21:15.329668+00:00,kv/user/updated_by_admin,user.updated_by_admin,6a7d9a9b495a57313b5e8aaa,"{""event"": ""user.updated_by_admin"", ""user_id"": ""6a7d9a9b495a57313b5e8aaa"", ""changed_fields"": [""status""], ""status"": ""active"", ""occurred_at"": ""2026-08-13T10:21:15.317950+00:00""}"
2026-08-13T10:21:15.420246+00:00,kv/user/deleted,user.deleted,6a7d9a9a495a57313b5e8aa6,"{""event"": ""user.deleted"", ""user_id"": ""6a7d9a9a495a57313b5e8aa6"", ""occurred_at"": ""2026-08-13T10:21:15.385827+00:00""}"
2026-08-13T10:21:15.434510+00:00,kv/user/deleted,user.deleted,6a7d9a9b495a57313b5e8aaa,"{""event"": ""user.deleted"", ""user_id"": ""6a7d9a9b495a57313b5e8aaa"", ""occurred_at"": ""2026-08-13T10:21:15.385827+00:00""}"
2026-08-13T10:21:27.127270+00:00,kv/data/regions_changed,data.region_deleted,,"{""event"": ""data.region_deleted"", ""kind"": ""region"", ""action"": ""deleted"", ""item"": {""id"": 27}, ""by_user_id"": ""6a744c964a29340f3c9bdc8e"", ""by_name"": ""Hamisi Selemani"", ""occurred_at"": ""2026-08-13T10:21:27.125923+00:00""}"
2026-08-13T10:21:27.173701+00:00,kv/data/districts_changed,data.district_deleted,,"{""event"": ""data.district_deleted"", ""kind"": ""district"", ""action"": ""deleted"", ""item"": {""id"": 189}, ""by_user_id"": ""6a744c964a29340f3c9bdc8e"", ""by_name"": ""Hamisi Selemani"", ""occurred_at"": ""2026-08-13T10:21:27.171709+00:00""}"
2026-08-13T12:12:05.941943+00:00,kv/data/subjects_changed,data.subject_added,,"{""event"": ""data.subject_added"", ""kind"": ""subject"", ""action"": ""added"", ""item"": {""code"": ""KVTEST1"", ""name"": ""KVTEST Somo la Jaribio"", ""level"": ""Primary""}, ""by_user_id"": ""6a744c964a29340f3c9bdc8e"", ""by_name"": ""Hamisi Selemani"", ""occurred_at"": ""2026-08-13T12:12:05.939053+00:00""}"
2026-08-13T12:12:06.126599+00:00,kv/data/subjects_changed,data.subject_deleted,,"{""event"": ""data.subject_deleted"", ""kind"": ""subject"", ""action"": ""deleted"", ""item"": {""code"": ""KVTEST1""}, ""by_user_id"": ""6a744c964a29340f3c9bdc8e"", ""by_name"": ""Hamisi Selemani"", ""occurred_at"": ""2026-08-13T12:12:06.125651+00:00""}"
2026-08-13T12:18:06.258497+00:00,kv/data/subjects_changed,data.subject_added,,"{""event"": ""data.subject_added"", ""kind"": ""subject"", ""action"": ""added"", ""item"": {""code"": ""KVLIVE"", ""name"": ""Somo la LIVE Test"", ""level"": ""Secondary""}, ""by_user_id"": ""6a744c964a29340f3c9bdc8e"", ""by_name"": ""Hamisi Selemani"", ""occurred_at"": ""2026-08-13T12:18:06.257818+00:00""}"
2026-08-13T12:18:12.334667+00:00,kv/data/subjects_changed,data.subject_deleted,,"{""event"": ""data.subject_deleted"", ""kind"": ""subject"", ""action"": ""deleted"", ""item"": {""code"": ""KVLIVE""}, ""by_user_id"": ""6a744c964a29340f3c9bdc8e"", ""by_name"": ""Hamisi Selemani"", ""occurred_at"": ""2026-08-13T12:18:12.333769+00:00""}"
2026-08-13T15:10:53.104036+00:00,kv/user/registered,user.registered,6a7dde7d24d7bbfe9823fe28,"{""event"": ""user.registered"", ""user_id"": ""6a7dde7d24d7bbfe9823fe28"", ""full_name"": ""Test Mwalimu"", ""phone_primary"": ""+255711222333"", ""category"": ""education"", ""cadre_code"": ""TEACHER_PRIMARY"", ""cadre_display"": ""Mwalimu wa Elimu ya Msingi"", ""subjects"": [""MATH""], ""current_station"": {""region_id"": 4, ""region_name"": ""Dodoma"", ""district_id"": 1, ""district_name"": ""Bahi"", ""facility_id"": null, ""facility_name"": null, ""facility_type"": null}, ""desired_destinations"": [{""region_id"": 3, ""region_name"": ""Dar Es Salaam"", ""district_id"": null, ""district_name"": null, ""facility_id"": null, ""facility_name"": null, ""notes"": null}], ""occurred_at"": ""2026-08-13T15:10:52.718873+00:00""}"
2026-08-13T15:10:53.509608+00:00,kv/user/profile_updated,user.profile_updated,6a7dde7d24d7bbfe9823fe28,"{""event"": ""user.profile_updated"", ""user_id"": ""6a7dde7d24d7bbfe9823fe28"", ""changed_fields"": [""subjects"", ""cadre_code"", ""cadre_display"", ""updated_at""], ""occurred_at"": ""2026-08-13T15:10:53.507117+00:00""}"
